209	24162	5
25334	19727	12
300	28720	11
137	18647	10
121	6795	32
66211	2722	6
179	21211	9
1205	1991	6
1674	11015	16
235	20174	2
141	27769	20
43644	13625	2
1315	12783	22
128	21426	37
352	21439	5
105	12307	24
2401	15867	10
24852	8437	6
414	1682	2
853	14005	0
2359	11569	11
16914	14352	13
230	22291	11
2873	25308	16
103	19098	16
121	26736	37
1881	11358	5
713	9251	1
1674	30072	1
104	20541	2
18715	16947	24
118	23186	3
982	26489	27
62	29240	37
769	14429	18
2677	8475	2
34060	19902	28
54789	27026	29
298	26871	3
6468	602	25
264	2346	2
363	3925	12
138	9643	12
18141	23131	6
22031	13630	1
35616	4639	5
3815	392	6
116	11756	13
163	21416	16
107	11727	1
160	27263	13
83168	23778	14
4372	28383	5
888	18119	2
2638	5792	0
101	17074	26
319	21987	0
205	8939	0
661	23624	22
2144	29377	16
103	30163	26
171	26547	11
346	9791	11
3362	24969	6
67561	5758	30
101	12716	3
3119	17584	15
14	10679	26
14	8854	31
1425	21320	23
207	7851	5
1778	10900	2
14488	3094	30
6685	1990	12
12	4093	8
507	11103	1
349	8975	9
9240	512	13
4323	23958	1
32128	16810	20
550	10124	14
14	13308	26
1673	23015	5
2956	28106	14
101	7211	6
132	28607	5
8825	9872	0
14	9109	14
25752	20518	8
102	16453	25
1944	26881	6
101	22592	33
108	23711	32
2922	12810	3
668	12655	11
103	29904	11
208	19225	3
6951	25333	7
69773	26670	17
12	23456	13
277	21118	1
111	29005	12
3560	29264	17
140	28929	11
547	18487	8
56105	19178	23
12630	3952	10
51253	6374	24
135	16672	0
33660	5359	0
12	16616	28
117	3640	4
10539	12062	23
340	9313	2
333	25359	24
102	2168	2
494	15211	29
105	21095	4
75345	2179	1
101	8079	12
4235	25390	5
47206	3771	16
116	12945	34
1062	16345	13
1564	738	3
1640	22901	19
2167	3964	8
2693	6153	30
659	14640	1
1372	4698	4
222	26386	16
14	11579	31
224	28925	18
5312	5649	13
73102	7143	29
10573	29263	10
610	11243	18
105	29673	11
583	14628	0
20330	6871	0
104	23071	22
8161	17679	7
362	25028	8
1746	25394	1
39496	13037	21
129	4382	14
69111	28687	5
12	25833	7
28	9983	11
28009	21847	13
224	518	23
389	14081	5
3437	27046	31
58658	29725	23
14483	18678	1
105	10840	24
87779	22695	31
120	24553	9
1601	25226	1
67467	15127	27
11707	20541	31
385	13322	10
146	5768	11
5260	12646	1
1919	11298	1
102	8025	2
2251	27403	2
108	27810	10
101	15770	36
114	21755	19
62170	24528	5
15408	21763	13
590	13182	3
702	25816	2
101	22655	12
1935	28822	27
528	23377	7
166	13875	2
14385	1824	8
18549	10556	21
57	10552	15
171	3680	4
2273	26945	5
101	20029	6
10628	13662	8
